rms, power, pitchFreq, pitchConf, specComp, strongPeak,  strongDecay,  inharmonicity,  pitchFreqNorm,  hfcNorm,  ,  isOnset, Timef,

0.026884,0.00376795,175.061,0.0488767,0,0.00190958,0.0233506,0,7.15075e-07,1.3944e-06,0,1,2.82834

0.0505006,0.00357955,342.328,0.0939682,0,0.00286542,0.0377815,0,1.62828e-06,1.85048e-06,0,0,2.85257

0.0729258,0.00340058,501.232,0.136805,0,0.00377348,0.0514299,0,2.06155e-06,2.26208e-06,0,0,2.85496

0.0937575,0.00323055,653.782,0.17611,0,0.00514443,0.0614951,0,2.37927e-06,2.4906e-06,0,0,2.87346

0.113889,0.00306902,801.002,0.215407,0,0.00669833,0.072366,0,2.70605e-06,2.91073e-06,0,0,2.88897

0.132946,0.00291557,940.861,0.25274,0,0.00817453,0.0822667,0,3.10515e-06,3.28984e-06,0,0,2.90539

0.151641,0.00345509,1074.24,0.288208,0,0.0107409,0.0958532,0,3.39706e-06,3.49893e-06,0,0,2.92199

0.169022,0.00328233,1199.72,0.322001,0,0.0128281,0.105648,0,3.60653e-06,3.70875e-06,0,1,2.93848

0.186847,0.00566908,1317.89,0.354845,0,0.0169399,0.120968,0,4.29606e-06,4.854e-06,0,0,2.96213

0.203395,0.00716666,1432.79,0.38594,0,0.0189496,0.135638,0,5.15985e-06,5.45041e-06,0,0,3.00218

0.218009,0.00680833,1539.74,0.40927,0,0.0191787,0.142737,0,5.28601e-06,5.12983e-06,0,0,3.03094

0.23092,0.00646791,1641.15,0.433526,0,0.0182198,0.146738,0,4.9579e-06,4.79456e-06,0,1,3.16124

0.243035,0.00614452,1739.61,0.457672,0,0.0184569,0.149974,0,4.66148e-06,4.53505e-06,0,0,3.18952

0.254361,0.00583729,1833.15,0.48061,0,0.0186821,0.152259,0,4.41493e-06,4.30081e-06,0,0,3.19943

0.263342,0.00554543,1918.72,0.496607,0,0.0182155,0.150674,0,4.12924e-06,3.96625e-06,0,0,3.24334

0.271448,0.00526816,2000.01,0.511808,0,0.0177722,0.148202,0,3.81136e-06,3.66422e-06,0,0,3.24607

0.279343,0.00500475,2068.55,0.515295,0,0.0173614,0.146496,0,3.52503e-06,3.39281e-06,0,1,3.26374

0.286844,0.00475451,2133.67,0.518607,0,0.0169711,0.144879,0,3.26719e-06,3.14785e-06,0,0,3.28022

0.294005,0.00451678,2198.47,0.523353,0,0.0170986,0.143349,0,3.03867e-06,2.93496e-06,0,0,3.29633

0.300099,0.00429095,2264.1,0.528437,0,0.0163265,0.141134,0,2.82198e-06,2.71464e-06,0,0,3.31343

0.306204,0.0040764,2239.54,0.516604,0,0.0155102,0.138972,0.00185025,2.62051e-06,2.53108e-06,0,0,3.33005

0.311988,0.00387258,2216.21,0.505361,0,0.0147347,0.136888,0.00360801,2.44612e-06,2.36541e-06,0,0,3.34736

0.317455,0.00367895,2270.75,0.498315,0,0.013998,0.135213,0.00342761,2.27714e-06,2.19327e-06,0,1,3.36429

0.323206,0.003495,2189.54,0.490387,0,0.0132981,0.135324,0.00622233,2.10673e-06,2.02451e-06,0,0,3.38066

0.330941,0.00332025,2254.54,0.491865,0,0.0127291,0.14066,0.00591121,1.95772e-06,1.89428e-06,0,0,3.39778

0.337865,0.00315424,2316.28,0.493281,0,0.0121832,0.14387,0.00561565,1.83391e-06,1.77655e-06,0,0,3.41437

0.342458,0.00299653,2374.11,0.497712,0,0.011574,0.141888,0.00533487,1.72388e-06,1.67385e-06,0,0,3.43227

0.34759,0.0028467,2433.89,0.512665,0,0.0117038,0.142468,0.00506812,1.629e-06,1.58639e-06,0,0,3.44752

0.351649,0.00270437,2490.69,0.526874,0,0.0118272,0.140935,0.00481472,1.54587e-06,1.50738e-06,0,1,3.4643

0.357056,0.00256915,2542.06,0.517987,0,0.0113449,0.142099,0.00457398,1.45988e-06,1.41475e-06,0,0,3.48103

0.360132,0.00244069,2594.79,0.527496,0,0.0107777,0.139709,0.00434528,1.38159e-06,1.35008e-06,0,0,3.49785

0.363264,0.00231866,2644.67,0.535617,0,0.0108262,0.138028,0.00412802,1.31904e-06,1.28955e-06,0,0,3.51432

0.366034,0.00220272,2692.06,0.543334,0,0.0108723,0.136032,0.00392162,1.2615e-06,1.23485e-06,0,0,3.53091

