
0.519067,0.038134,3505.060.914859,0,0.048211,0.392672,0,5.7061e-06,5.7061e-06,0,1,2.60126
0.499604,0,3520.410.950705,0,0.0210265,0.314189,0,6.07238e-06,6.07238e-06,0,0,2.65714
0.499013,0,3520.410.950709,0,0.0210265,0.310797,0,6.07201e-06,6.07201e-06,0,0,2.66015
0.489563,0,3552.220.922893,0,0.0311927,0.25275,0,4.60595e-06,4.60595e-06,0,0,2.6804
0.496383,0,3598.190.962058,0,0.0362223,0.278912,0,6.7996e-06,6.7996e-06,0,0,2.69665
0.506873,0.0137455,3608.380.962095,0,0.0595027,0.354141,0,5.4343e-06,5.4343e-06,0,1,2.71166
0.508653,0.0173059,3608.380.962095,0,0.0595027,0.366319,0,5.43331e-06,5.43331e-06,0,0,2.72984
0.499531,0,3583.920.964079,0,0.0524841,0.293248,0,5.65112e-06,5.65112e-06,0,0,2.74645

0.525505,0.0510108,3563.080.978868,0,0.0950645,0.412028,0,1.54549e-05,1.54549e-05,0,0,2.76243

0.517811,0.0356211,3615.950.976756,0,0.0571331,0.414369,0,1.0971e-05,1.0971e-05,0,0,2.78004

0.51764,0.0352795,3615.950.976753,0,0.057133,0.414349,0,1.09708e-05,1.09708e-05,0,0,2.79654

0.530644,0.0612875,3582.650.970944,0,0.0941613,0.444555,0,1.30216e-05,1.30216e-05,0,1,2.81323

0.493703,0,3571.730.852574,0,0.0235318,0.267966,0,2.15925e-06,2.15925e-06,0,0,2.82892

0.493916,0,3571.740.852567,0,0.0235318,0.269194,0,2.16e-06,2.16e-06,0,0,2.84662

0.473967,0,3560.810.941959,0,0.0330777,0.213306,0,2.60427e-06,2.60427e-06,0,0,2.86329

0.518393,0.036786,3589.850.968812,0,0.0421328,0.400218,0,8.23222e-06,8.23222e-06,0,0,2.87994

0.485311,0,3575.530.958988,0,0.0438275,0.233409,0,3.32785e-06,3.32785e-06,0,0,2.89636

0.514901,0.0298014,3619.910.969179,0,0.140216,0.343674,0,5.9931e-06,5.9931e-06,0,1,2.92395

0.514919,0.0298379,3619.910.969179,0,0.140216,0.343812,0,5.99302e-06,5.99302e-06,0,0,2.9297

0.475652,0,3567.940.894398,0,0,0.221401,0,1.68995e-06,1.68995e-06,0,0,2.94507

0.478133,0,3567.940.894429,0,0,0.23769,0,1.68413e-06,1.68413e-06,0,0,2.96269

0.459137,0,3493.660.742391,0,0.0104951,0.191839,0,2.19159e-06,2.19159e-06,0,0,2.97984

0.46576,0,3610.330.916462,0,0.0229619,0.177801,0,2.13303e-06,2.13303e-06,0,0,2.99639

0.436881,0,1764.220.406456,0,0,0.133595,0.0980261,9.1375e-07,9.1375e-07,0,0,3.01283

0.418705,0,1764.20.406977,0,0.00989118,0.0948819,0.0979818,9.12152e-07,9.12152e-07,0,1,3.02981

0.425907,0,3544.550.80065,0,0.00934945,0.101952,0,8.68449e-07,8.68449e-07,0,0,3.04451

0.429375,0,3370.830.581543,0,0,0.114085,0,8.80566e-07,8.80566e-07,0,0,3.06048

0.429362,0,3370.830.581543,0,0.00955573,0.114148,0,8.80407e-07,8.80407e-07,0,0,3.07708

0.43006,0,3429.710.613524,0,0.0195224,0.114288,0,9.64398e-07,9.64398e-07,0,0,3.09453

0.415877,0,3511.210.625027,0,0.00165628,0.0990484,0,6.75278e-07,6.75278e-07,0,0,3.11306

0.422209,0,1772.860.291783,0,0,0.097895,0.0370049,8.31946e-07,8.31946e-07,0,0,3.12933

0.421884,0,1772.860.291735,0,0,0.0972849,0.0370056,8.31921e-07,8.31921e-07,0,1,3.14661

0.42133,0,3307.020.364444,0,0,0.103386,0,5.99897e-07,5.99897e-07,0,0,3.16341

0.432469,0,646.5110.33977,0,0,0.137438,0.0593219,4.62318e-07,4.62318e-07,0,0,3.18005

0.477904,0,3489.510.519931,0,0.00191988,0.242049,0,6.88856e-07,6.88856e-07,0,0,3.19688

0.469416,0,3489.360.520196,0,0.00180992,0.204846,0,6.86808e-07,6.86808e-07,0,0,3.21333

0.429741,0,3472.870.581894,0,0,0.104239,0,7.23235e-07,7.23235e-07,0,0,3.22992

0.445096,0,3569.850.796767,0,0.0141705,0.153491,0,7.76787e-07,7.76787e-07,0,0,3.24661

0.428758,0,3569.820.796849,0,0.0141704,0.111802,0,7.76087e-07,7.76087e-07,0,0,3.26348

0.459793,0,3518.030.349146,0,0.00218195,0.16421,0,5.57327e-07,5.57327e-07,0,0,3.27887

0.418576,0,3596.740.708156,0,0,0.094303,0,7.51434e-07,7.51434e-07,0,0,3.29546

0.418298,0,3596.740.708159,0,0,0.0936359,0,7.51443e-07,7.51443e-07,0,0,3.31181

0.422814,0,3592.380.689922,0,0.0117484,0.106157,0,7.29287e-07,7.29287e-07,0,0,3.32883

0.439543,0,3527.640.736051,0,0,0.134761,0,8.9007e-07,8.9007e-07,0,0,3.34658

0.450592,0,3633.080.886215,0,0.015786,0.158514,0,1.25871e-06,1.25871e-06,0,0,3.36255

0.449556,0,3633.070.886217,0,0.015786,0.15514,0,1.2587e-06,1.2587e-06,0,0,3.37893

0.435055,0,3553.430.642038,0,0.00106003,0.123318,0,6.03317e-07,6.03317e-07,0,0,3.39527

0.464433,0,3635.120.909696,0,0.0276352,0.173816,0,1.92653e-06,1.92653e-06,0,1,3.41346

0.483266,0,3668.070.96908,0,0.0508316,0.254339,0,4.59389e-06,4.59389e-06,0,0,3.43014

0.48322,0,3668.070.96908,0,0.0508316,0.254135,0,4.59385e-06,4.59385e-06,0,0,3.44674

0.463678,0,35750.814943,0,0.00123454,0.17783,0,1.2081e-06,1.2081e-06,0,0,3.46256

0.471042,0,3548.210.921726,0,0.014459,0.207918,0,2.51883e-06,2.51883e-06,0,0,3.48003

0.47092,0,3548.210.921733,0,0.0144591,0.211429,0,2.51801e-06,2.51801e-06,0,0,3.49653

0.481304,0,3614.450.948475,0,0.0197884,0.241384,0,3.87615e-06,3.87615e-06,0,0,3.51161

0.493933,0,3460.070.98241,0,0.0426993,0.270615,0,7.74063e-06,7.74063e-06,0,1,3.52947

0.488308,0,3529.80.941541,0,0.0158981,0.242391,0,3.09418e-06,3.09418e-06,0,0,3.54638

0.487931,0,3529.80.941542,0,0.0158981,0.24066,0,3.09398e-06,3.09398e-06,0,0,3.56277

0.478456,0,3650.960.949147,0,0.0351267,0.228803,0,2.63121e-06,2.63121e-06,0,0,3.57986

0.481134,0,3479.820.934085,0,0.0333379,0.224409,0,2.3018e-06,2.3018e-06,0,0,3.59654

0.483826,0,3479.820.934075,0,0.033338,0.236589,0,2.30158e-06,2.30158e-06,0,0,3.61279

0.475366,0,3568.470.906284,0,0.026834,0.216411,0,2.00415e-06,2.00415e-06,0,0,3.62949

0.462922,0,3671.080.96119,0,0.0390582,0.173243,0,2.8598e-06,2.8598e-06,0,1,3.64569

0.479382,0,3550.950.877664,0,0.0141893,0.243326,0,1.5795e-06,1.5795e-06,0,0,3.66316

0.477819,0,3550.950.877666,0,0.0141893,0.236426,0,1.58042e-06,1.58042e-06,0,0,3.68004

0.476416,0,3561.90.877433,0,0.0234127,0.214903,0,1.13476e-06,1.13476e-06,0,0,3.69691

0.495053,0,3491.070.970072,0,0.0281396,0.27508,0,5.78861e-06,5.78861e-06,0,0,3.71291

0.49512,0,3491.070.97007,0,0.0281396,0.275409,0,5.78914e-06,5.78914e-06,0,0,3.73014

